source_type,identifier,audience,classification,sentence,origin_file,origin_line,note
repo-docs,docs/1sw/wk5-cybersecurity-it/day4.md,lesson-md,D,| **HQIM** | FYF pp.,docs/1sw/wk5-cybersecurity-it/day4.md,16,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-docs,docs/1sw/wk5-cybersecurity-it/day3.md,lesson-md,D,| **District HQIM** | FYF pp.,docs/1sw/wk5-cybersecurity-it/day3.md,16,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-docs,docs/1sw/wk5-cybersecurity-it/day2.md,lesson-md,D,| **District HQIM** | FYF pp.,docs/1sw/wk5-cybersecurity-it/day2.md,16,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-docs,docs/1sw/wk4-tech-support-it/overview.md,lesson-md,D,### District HQIM,docs/1sw/wk4-tech-support-it/overview.md,36,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-docs,docs/1sw/wk4-tech-support-it/overview.md,lesson-md,D,Present the workbook as the student-facing HQIM and use the current district name when describing the program.,docs/1sw/wk4-tech-support-it/overview.md,42,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-docs,docs/1sw/wk4-tech-support-it/day1.md,lesson-md,B,- **Objective:** Students will identify career opportunities and research and describe common preparation requirements for IT support careers using district HQIM and fixed career evidence.,docs/1sw/wk4-tech-support-it/day1.md,6,"""district HQIM source"" for IT support careers; platform-generic."
repo-docs,docs/1sw/wk4-tech-support-it/day1.md,lesson-md,D,| **HQIM** | FYF pp.,docs/1sw/wk4-tech-support-it/day1.md,16,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-docs,docs/1sw/wk4-tech-support-it/day2.md,lesson-md,D,| **HQIM** | FYF p.,docs/1sw/wk4-tech-support-it/day2.md,16,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-docs,docs/2sw/wk3-nursing-health-science/overview.md,lesson-md,D,"84-85 are the district-customized HQIM snapshot for Health Science programs, related IBCs, equipment, and experiences.",docs/2sw/wk3-nursing-health-science/overview.md,56,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-docs,docs/2sw/wk3-nursing-health-science/day1.md,lesson-md,D,84-85 as the assigned district-customized HQIM snapshot.,docs/2sw/wk3-nursing-health-science/day1.md,33,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-docs,docs/2sw/wk1-legal-studies/day5.md,lesson-md,D,Present those program details as the district HQIM snapshot and direct students to a counselor for current enrollment requirements.,docs/2sw/wk1-legal-studies/day5.md,50,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-docs,docs/3sw/wk2-plant-science/overview.md,lesson-md,D,- The *Find Your Future* workbook and aligned H&L materials are the student-facing HQIM.,docs/3sw/wk2-plant-science/overview.md,62,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-docs,docs/4sw/wk5-automotive/overview.md,lesson-md,D,"168-169 are the district-customized HQIM source for **Automotive Technology**, **Collision Repair**, and **Diesel & Heavy Equipment Technology**.",docs/4sw/wk5-automotive/overview.md,46,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-docs,docs/4sw/wk5-automotive/day4.md,lesson-md,D,168-169 images as the district-customized HQIM source for program names and examples.,docs/4sw/wk5-automotive/day4.md,22,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-docs,docs/4sw/wk5-automotive/day4.md,lesson-md,D,"- **CFU at minute 10:** students sort one HQIM program name, one current-campus fact, and one unresolved logistics question.",docs/4sw/wk5-automotive/day4.md,84,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-docs,docs/4sw/wk4-drone-engineering/overview.md,lesson-md,D,"108-109 are the district HQIM context for Engineering Design, Drone Engineering, postsecondary options, IBCs, CTSOs, and work-based learning.",docs/4sw/wk4-drone-engineering/overview.md,32,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/canvas/build_wk4.py,builder/template,B,"1:{""TOPIC"":""IT Support Careers"",""OBJECTIVE"":""Students will identify IT support career opportunities and describe common preparation requirements using district HQIM and fixed career evidence."",""TEKS"":""d(1)(C), d(2)(A)"",""DOL"":""Two-career evidence comparison and one interest-to-task connection.""},",build/canvas/build_wk4.py,180,"""district HQIM source"" for IT support careers; platform-generic."
repo-build,build/canvas/build_wk1.py,builder/template,D,"1:{""TITLE"":""Manufacturing Cluster Tour"",""SUBTITLE"":""50 minutes - required Xello and district HQIM"",""TOPIC"":""Career Clusters"",""OBJECTIVE"":""Students will explore and describe CTE career clusters and identify Manufacturing opportunities using Xello, FYF, and H&L evidence."",""TEKS"":""d(1)(B), d(1)(C)"",...",build/canvas/build_wk1.py,205,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/canvas/build_wk1.py,builder/template,B,"Do not overwrite a district HQIM figure with a differently defined national median.</p>"",""SUPPORT"":""<p>Use the pathway sheet, sentence frames, read-aloud, and H&amp;L visual context.",build/canvas/build_wk1.py,205,"Wk1 Day 1 pairs Xello and the workbook; ""district HQIM figure"" = the platform localized figure (H&L or Xello). Needs a phrasing decision."
repo-build,build/canvas/build_wk1.py,builder/template,A,"If sources differ, check geography and measure rather than declaring the HQIM wrong.</p>"",""SUPPORT"":""<p>Use the modeled first stage, Welder example, bilingual field labels, and oral rehearsal.",build/canvas/build_wk1.py,206,Wk1 Day 2 guide mirrors the [H&L PLATFORM] block; HQIM = the H&L figure.
repo-build,build/canvas/build_4sw_wk4.py,builder/template,D,Keep those HQIM names.,build/canvas/build_4sw_wk4.py,602,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/canvas/audit_course_grounding.py,builder/template,C,"It uses bounded route language, keeps current BLS and Army COOL facts labeled as cross-checks, preserves workbook/platform HQIM as the student-facing starting point, and provides enough response space for three career comparisons plus a route judgment.",build/canvas/audit_course_grounding.py,294,Developer/policy note; legitimate district policy term. Leave.
repo-build,build/canvas/audit_course_grounding.py,builder/template,C,"210-211 are treated as district-customized HQIM for Singley program, equipment, credential, and experience details.",build/canvas/audit_course_grounding.py,319,Developer/policy note; legitimate district policy term. Leave.
repo-build,build/canvas/build_4sw_wk5.py,builder/template,D,"""name"": ""Q1 - HQIM and current source"",",build/canvas/build_4sw_wk5.py,175,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/canvas/build_4sw_wk5.py,builder/template,D,The HQIM supplies the student-facing program context;,build/canvas/build_4sw_wk5.py,183,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/canvas/build_4sw_wk5.py,builder/template,D,"""no"": ""Keep the HQIM vocabulary and use the correct current source for details it does not state."",",build/canvas/build_4sw_wk5.py,184,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/canvas/build_4sw_wk5.py,builder/template,D,"168: use these HQIM program names."")",build/canvas/build_4sw_wk5.py,601,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/canvas/build_4sw_wk5.py,builder/template,D,"""PURPOSE"": ""Use the HQIM program names, current logistics, and route evidence to recommend a first investigation step."",",build/canvas/build_4sw_wk5.py,656,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/canvas/build_4sw_wk5.py,builder/template,D,"""STEPS"": step(1, ""Use the HQIM and current district evidence"", ""<p>FYF names Automotive Technology, Collision Repair, and Diesel &amp;",build/canvas/build_4sw_wk5.py,660,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/canvas/build_4sw_wk5.py,builder/template,D,"""DONE"": ""<ul><li>four Quiz items;</li><li>HQIM program names;</li><li>three routes considered;</li><li>two source facts;</li><li>one tradeoff or missing fact;</li><li>authorized verification source.</li></ul>"",",build/canvas/build_4sw_wk5.py,665,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/canvas/build_4sw_wk5.py,builder/template,D,"""FALLBACK"": ""<p>The two-page fallback and embedded HQIM pages are the complete route when a site fails.",build/canvas/build_4sw_wk5.py,667,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/canvas/build_4sw_wk5.py,builder/template,D,"""ALERT"": ""<strong>Use the HQIM and the right current source for the right job.</strong> FYF supplies the student-facing program names.",build/canvas/build_4sw_wk5.py,747,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/canvas/build_4sw_wk5.py,builder/template,D,"""MONITOR"": '<ul><li><strong>CFU at minute 10:</strong> students sort one HQIM program name, one current-campus fact, and one unresolved logistics question.",build/canvas/build_4sw_wk5.py,758,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/canvas/build_4sw_wk5.py,builder/template,D,"""SUPPORT"": ""<p>Keep the HQIM images, word bank, and full frame visible.",build/canvas/build_4sw_wk5.py,760,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/canvas/build_4sw_wk5.py,builder/template,D,"""FALLBACK"": ""<p>The embedded HQIM pages and two-page fallback are complete when sites fail.",build/canvas/build_4sw_wk5.py,761,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/canvas/build_4sw_wk2.py,builder/template,D,"""PREP"": f'<ul><li><strong>Required HQIM:</strong> one FYF workbook per student, open to pp.",build/canvas/build_4sw_wk2.py,781,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/canvas/build_2sw_wk3.py,builder/template,D,84-85 are the assigned district-customized HQIM snapshot.,build/canvas/build_2sw_wk3.py,274,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/canvas/build_2sw_wk3.py,builder/template,D,The assigned FYF page remains valid HQIM;,build/canvas/build_2sw_wk3.py,286,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/canvas/build_wk2.py,builder/template,B,"2:{""TOPIC"":""Programming Careers"",""OBJECTIVE"":""Students will identify programming career opportunities and research the work and preparation for three careers using a district HQIM source."",""TEKS"":""d(1)(C), d(2)(A)"",""DOL"":""Lightweight four-Hat notes, the Day 2 HQIM sections on pages 1-3 of the salary packet, and a supported hiring decision.""},",build/canvas/build_wk2.py,189,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/canvas/build_wk2.py,builder/template,B,"""EVIDENCE"":""<p>Students keep lightweight four-Hat browse notes, then choose three careers and complete only the Day 2 HQIM section on pages 1-3 of the salary packet.",build/canvas/build_wk2.py,215,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/canvas/build_wk2.py,builder/template,B,"flow(""#1f617a"",""Minutes 16-40 - Complete Day 2 HQIM sections on pages 1-3"",'''<p>Students select three careers from their browse and open the five-page IT Salary Comparison packet.</p><ul><li>Students complete ONLY the <strong>Day 2 - HQIM career evid...",build/canvas/build_wk2.py,219,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/canvas/build_wk2.py,builder/template,B,Protect the three completed HQIM packet sections and the hiring scenario DOL.</li></ul>'''),build/canvas/build_wk2.py,221,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/canvas/build_wk2.py,builder/template,B,"do not cut the three selected HQIM records, hiring DOL, or close.</p>"",",build/canvas/build_wk2.py,223,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/canvas/build_wk2.py,builder/template,A,"""FALLBACK"":""<p>Use the verified Web Developer model for one career and any available HQIM Hat pages for the other two.",build/canvas/build_wk2.py,225,"""HQIM Hat pages"" = Hats & Ladders Hat profiles specifically."
repo-build,build/canvas/build_wk2.py,builder/template,B,"""ALERT"":""<strong>Keep each measure attached to its label.</strong> H&amp;L or Xello supplies the district HQIM localized figure;",build/canvas/build_wk2.py,228,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/canvas/build_wk2.py,builder/template,B,"... BLS occupation title, (2) National median pay + data year, (3) Typical entry-level education, and (4) Job outlook percentage + projection years.</li><li>Teach students the crucial distinction: local HQIM starting ranges vs....",build/canvas/build_wk2.py,235,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/canvas/build_wk2.py,builder/template,B,"""FALLBACK"":""<p>If a live source fails, use the student's Day 2 HQIM record and the fixed career card inside the BLS guide.",build/canvas/build_wk2.py,241,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/canvas/build_wk2.py,builder/template,B,"...es 42-47 - Minor 2 packet audit and submission"",'''<p>Students conduct a self-audit of all five packet pages against the Minor 2 rubric before turning it in.</p><ul><li>Page 1: Career 1 complete with HQIM and BLS data.</li><li>Page 2: Career 2 complete with HQIM and BLS data.</li><li>Page 3: Career 3 complete with HQIM and BLS data.</li><li>Page 4: IT Salary Comparison and prediction check.</li><li>Pa...",build/canvas/build_wk2.py,268,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/canvas/templates/wk2-day2-student.html,builder/template,B,"<p style=""margin:10px 0 0;font-size:18px"">Browse four programming Hats, choose three careers, and record their HQIM work, preparation, and salary evidence.</p>",build/canvas/templates/wk2-day2-student.html,5,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/canvas/templates/wk2-day2-student.html,builder/template,B,1–3: HQIM Sections) &amp;,build/canvas/templates/wk2-day2-student.html,9,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/canvas/templates/wk2-day2-student.html,builder/template,B,<li>choose three careers and complete the Day 2 HQIM sections on pages 1–3;,build/canvas/templates/wk2-day2-student.html,17,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/canvas/templates/wk2-day2-student.html,builder/template,B,"On pages 1–3, complete only the <strong>Day 2 — HQIM career evidence</strong> section:</p>",build/canvas/templates/wk2-day2-student.html,36,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/canvas/templates/wk2-day2-student.html,builder/template,B,<li>pages 1–3 have complete Day 2 HQIM sections for three careers;</li>,build/canvas/templates/wk2-day2-student.html,68,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/canvas/templates/wk2-day2-student.html,builder/template,A,<p>Use the verified model for one career and any available HQIM Hat pages for the other two.,build/canvas/templates/wk2-day2-student.html,76,"""HQIM Hat pages"" = Hats & Ladders Hat profiles specifically."
repo-build,build/canvas/templates/wk2-day3-student.html,builder/template,B,Keep the Day 2 HQIM figure and Day 3 BLS median in their separate labeled sections.)</em></p>,build/canvas/templates/wk2-day3-student.html,48,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/canvas/templates/wk2-day3-student.html,builder/template,B,"The HQIM shows <strong>[$]</strong> as a <strong>[range/median label]</strong> for <strong>[region]</strong>, so I kept the two measures separate.”",build/canvas/templates/wk2-day3-student.html,61,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/canvas/templates/wk2-day3-student.html,builder/template,B,<li>pages 1–3 keep the Day 2 HQIM evidence and add the four Day 3 BLS fields;</li>,build/canvas/templates/wk2-day3-student.html,69,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/canvas/templates/wk2-day3-student.html,builder/template,B,"<p>Use the embedded failed-test images, your Day 2 HQIM records, and the fixed career card inside the BLS guide to complete the same four-row chart and pages 1–4.",build/canvas/templates/wk2-day3-student.html,77,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/worksheet_sources/wk2-it-salary-comparison-model.md,builder/template,B,### HQIM localized salary,build/worksheet_sources/wk2-it-salary-comparison-model.md,18,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/worksheet_sources/wk2-it-salary-comparison-model.md,builder/template,B,It may be broader than the HQIM career.,build/worksheet_sources/wk2-it-salary-comparison-model.md,28,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/worksheet_sources/3sw-wk2-plant-career-evidence-guide.md,builder/template,D,It should not silently replace or contradict the HQIM during the lesson.,build/worksheet_sources/3sw-wk2-plant-career-evidence-guide.md,42,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/worksheet_sources/wk2-bls-data-guide.md,builder/template,B,## Match the HQIM title to the BLS occupation,build/worksheet_sources/wk2-bls-data-guide.md,14,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/worksheet_sources/wk2-bls-data-guide.md,builder/template,B,| HQIM career title | Closest BLS occupation for this lesson |,build/worksheet_sources/wk2-bls-data-guide.md,16,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/worksheet_sources/wk2-bls-data-guide.md,builder/template,B,Keep the HQIM title in the HQIM section and write the broader BLS title in the BLS section.,build/worksheet_sources/wk2-bls-data-guide.md,23,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/worksheet_sources/wk2-bls-data-guide.md,builder/template,B,- **One BLS occupation can match more than one HQIM title.** That is expected.,build/worksheet_sources/wk2-bls-data-guide.md,53,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/worksheet_sources/4sw-wk5-automotive-evidence-brief.md,builder/template,D,First route I would investigate: [ ] Irving HQIM/current district route [ ] TCC example [ ] Registered Apprenticeship [ ] employer/OJT,build/worksheet_sources/4sw-wk5-automotive-evidence-brief.md,63,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/worksheet_sources/4sw-wk5-automotive-route-decision.md,builder/template,D,Connect the HQIM route to current logistics,build/worksheet_sources/4sw-wk5-automotive-route-decision.md,13,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/worksheet_sources/4sw-wk5-automotive-route-decision.md,builder/template,D,Use those HQIM program names.,build/worksheet_sources/4sw-wk5-automotive-route-decision.md,15,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/worksheet_sources/4sw-wk5-automotive-route-decision.md,builder/template,D,| Evidence job | What the HQIM or current district page supports | What still needs verification |,build/worksheet_sources/4sw-wk5-automotive-route-decision.md,17,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/worksheet_sources/4sw-wk5-automotive-route-decision.md,builder/template,D,| Irving HQIM/current district route | | | |,build/worksheet_sources/4sw-wk5-automotive-route-decision.md,42,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/worksheet_sources/wk2-it-salary-comparison.md,builder/template,B,"On Day 2, choose three programming or IT careers available in H&L or Xello and complete only the HQIM section on pages 1-3.",build/worksheet_sources/wk2-it-salary-comparison.md,12,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/worksheet_sources/wk2-it-salary-comparison.md,builder/template,B,### Day 2 - HQIM career evidence,build/worksheet_sources/wk2-it-salary-comparison.md,16,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/worksheet_sources/wk2-it-salary-comparison.md,builder/template,B,**HQIM localized salary**,build/worksheet_sources/wk2-it-salary-comparison.md,20,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/worksheet_sources/wk2-it-salary-comparison.md,builder/template,B,### Day 2 - HQIM career evidence,build/worksheet_sources/wk2-it-salary-comparison.md,50,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/worksheet_sources/wk2-it-salary-comparison.md,builder/template,B,**HQIM localized salary**,build/worksheet_sources/wk2-it-salary-comparison.md,54,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/worksheet_sources/wk2-it-salary-comparison.md,builder/template,B,### Day 2 - HQIM career evidence,build/worksheet_sources/wk2-it-salary-comparison.md,82,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/worksheet_sources/wk2-it-salary-comparison.md,builder/template,B,**HQIM localized salary**,build/worksheet_sources/wk2-it-salary-comparison.md,86,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/worksheet_sources/wk2-it-salary-comparison.md,builder/template,B,Which career has the highest HQIM localized salary figure?** Name the figure and its measure.,build/worksheet_sources/wk2-it-salary-comparison.md,114,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
repo-build,build/decks/1sw-wk5-day2-safe-or-spoofed/build.mjs,builder/template,D,const hqimSource =,build/decks/1sw-wk5-day2-safe-or-spoofed/build.mjs,24,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/decks/1sw-wk5-day2-safe-or-spoofed/build.mjs,builder/template,D,"""District-licensed HQIM;",build/decks/1sw-wk5-day2-safe-or-spoofed/build.mjs,25,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/decks/1sw-wk5-day2-safe-or-spoofed/build.mjs,builder/template,D,"""District-licensed HQIM;",build/decks/1sw-wk5-day2-safe-or-spoofed/build.mjs,27,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/decks/1sw-wk5-day2-safe-or-spoofed/build.mjs,builder/template,D,"1: ""District-licensed HQIM;",build/decks/1sw-wk5-day2-safe-or-spoofed/build.mjs,29,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/decks/1sw-wk5-day2-safe-or-spoofed/build.mjs,builder/template,D,"2: ""District-licensed HQIM;",build/decks/1sw-wk5-day2-safe-or-spoofed/build.mjs,30,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
