day_key,google_doc_title,google_doc_contains,retargeted_pdfs,response_route_candidates,student_page,teacher_page,onenote_status,google_doc_id,flag
2SW-Wk3-Day3,CCE | 2SW Wk3 Day 3 | Vital Signs Monitor - Build Phase,exit-ticket-only (Career and College Explorations - Decision Tree; 1374 chars body),2sw-wk3-vital-signs-simulator-build.pdf [worksheet/2p] #14580359 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,2sw-wk3-vital-signs-simulator-build.pdf/2p #14580359 inDoc=no student=NOT-LINKED teacher=LINKED,student-2sw-wk3-day-3-build-a-training-simulator,teacher-2sw-wk3-day-3-facilitator-guide,pending,10-9NJSWA5N94y53VwsrTKgjADYQKRwTZoCwarlzEj_U,COLLAPSED
2SW-Wk3-Day4,CCE | 2SW Wk3 Day 4 | Vital Signs Monitor - Test + Present,exit-ticket-only (Career and College Explorations - Mini-Case; 1405 chars body),2sw-wk3-clinical-handoff-record.pdf [worksheet/2p] #14565340 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"2sw-wk3-clinical-handoff-record.pdf/2p #14565340,14580361 inDoc=no student=NOT-LINKED teacher=LINKED || 2sw-wk3-handoff-rubric.pdf/2p #14580360 inDoc=no student=LINKED teacher=LINKED",student-2sw-wk3-day-4-write-a-careful-handoff,teacher-2sw-wk3-day-4-facilitator-guide,pending,17Yu-IA4usUXgeldnwJF0_22Bx7RVXkbLvHnnrYYT4g8,COLLAPSED
2SW-Wk3-Day5,CCE | 2SW Wk3 Day 5 | Reflection + Xello Learning Styles + eDynamic,exit-ticket-only (Career and College Explorations - Concept Map; 1500 chars body),2sw-wk3-xello-save-careers-reflection.pdf [worksheet/1p] #14662872 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,2sw-wk3-xello-save-careers-reflection.pdf/1p #14662872 inDoc=no student=NOT-LINKED teacher=LINKED,student-2sw-wk3-day-5-build-a-nursing-career-evidence-map,teacher-2sw-wk3-day-5-facilitator-guide,pending,1O93-Oo1iYOe8Kd9dxUNUSMEqjqArBbK3t2uOUaqLp9c,COLLAPSED
2SW-Wk4-Day1,CCE | 2SW Wk4 Day 1 | Dental Pathway Intro + Hat Research,exit-ticket-only (Career and College Explorations - Mini-Case; 1380 chars body),2sw-wk4-smile-squad-observation-record.pdf [worksheet/2p] #14565344 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,2sw-wk4-dental-health-data-guide.pdf/2p #14565342 inDoc=no student=LINKED teacher=LINKED || 2sw-wk4-smile-squad-observation-record.pdf/2p #14565344 inDoc=no student=NOT-LINKED teacher=LINKED,student-2sw-wk4-day-1-read-dental-evidence-carefully,teacher-2sw-wk4-day-1-facilitator-guide,pending,1h_WY1W8R6H7xm14Hrmy043N-Yu1rRV1VM_-_AKvo1oo,COLLAPSED
2SW-Wk4-Day2,CCE | 2SW Wk4 Day 2 | Perfect Toothbrush + Dental Career Pathway,exit-ticket-only (Career and College Explorations - Comparison Matrix; 1296 chars body),2sw-wk4-toothbrush-design-brief.pdf [worksheet/2p] #14565345 -> student:NOT-LINKED; teacher:LINKED docMatch=0.20,2sw-wk4-toothbrush-design-brief.pdf/2p #14565345 inDoc=no student=NOT-LINKED teacher=LINKED,student-2sw-wk4-day-2-design-a-toothbrush-with-evidence,teacher-2sw-wk4-day-2-facilitator-guide,pending,1I9UsCiynKEAlWHjMZu1pLoLeZBba61boZCXtvzQMWL8,COLLAPSED
2SW-Wk4-Day3,CCE | 2SW Wk4 Day 3 | Xello Education Experience + School Subjects at Work,exit-ticket-only (Career and College Explorations - Short Constructed Response; 1284 chars body),2sw-wk4-xello-experiences-checkpoint.pdf [worksheet/1p] #14662881 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,2sw-wk4-xello-experiences-checkpoint.pdf/1p #14662881 inDoc=no student=NOT-LINKED teacher=LINKED,student-2sw-wk4-day-3-connect-school-subjects-to-work,teacher-2sw-wk4-day-3-facilitator-guide,pending,1fv9sGfYN-jHnW70c1wLDRXA_G-cVkJEVaXCZRsM-aF4,COLLAPSED
2SW-Wk4-Day4,CCE | 2SW Wk4 Day 4 | Health Informatics + Medical Coding Simulation,exit-ticket-only (Career and College Explorations - Diagnostic MCQ; 1278 chars body),2sw-wk4-icd10-training-lab.pdf [worksheet/2p] #14565347 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,2sw-wk4-dental-health-data-guide.pdf/2p #14565342 inDoc=no student=LINKED teacher=LINKED || 2sw-wk4-icd10-training-lab.pdf/2p #14565347 inDoc=no student=NOT-LINKED teacher=LINKED,student-2sw-wk4-day-4-try-a-medical-coding-evidence-lab,teacher-2sw-wk4-day-4-facilitator-guide,pending,1a939TIgMWZLbqaY8FiKoqkQEN2UfBIUdGWzELBDwzxE,COLLAPSED
2SW-Wk4-Day5,CCE | 2SW Wk4 Day 5 | Health Science Mid-Point + Recommendation,exit-ticket-only (Career and College Explorations - 3-2-1 Reflective; 1298 chars body),2sw-wk4-career-evidence-comparison.pdf [worksheet/2p] #14565343 -> student:NOT-LINKED; teacher:no docMatch=0.25,"2sw-wk4-career-evidence-comparison.pdf/2p #14565343,14580364 inDoc=no student=NOT-LINKED teacher=no || 2sw-wk4-dental-health-data-guide.pdf/2p #14565342 inDoc=no student=LINKED teacher=LINKED || 2sw-wk4-evidence-check-rubric.pdf/2p #14580362 inDoc=no student=LINKED teacher=LINKED",student-2sw-wk4-day-5-recommend-a-health-career-with-evidence,teacher-2sw-wk4-day-5-facilitator-guide,pending,1YO3celRSMkPuirY9KWCk9JKbW_csmb49QkscE7Gdcpo,COLLAPSED
2SW-Wk5-Day1,CCE | 2SW Wk5 Day 1 | Powerskills Intro + Conflict Resolution,exit-ticket-only (Career and College Explorations - Decision Tree; 1289 chars body),2sw-wk5-conflict-resolution-plan.pdf [worksheet/2p] #14580365 -> student:NOT-LINKED; teacher:LINKED docMatch=0.17,2sw-wk5-conflict-resolution-plan.pdf/2p #14580365 inDoc=no student=NOT-LINKED teacher=LINKED || 2sw-wk5-powerskills-transfer-guide.pdf/2p #14561406 inDoc=no student=LINKED teacher=LINKED,student-2sw-wk5-day-1-conflict-resolution,teacher-2sw-wk5-day-1-facilitator-guide,pending,1nV08lKrHpHUaeUygdCwVsSlx2qBDmvaxNGTNcc2fg5s,COLLAPSED
2SW-Wk5-Day2,CCE | 2SW Wk5 Day 2 | Giving and Receiving Feedback,exit-ticket-only (Career and College Explorations - Feedback Sandwich; 1139 chars body),2sw-wk5-active-listening-lab.pdf [worksheet/2p] #14580366 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,2sw-wk5-active-listening-lab.pdf/2p #14580366 inDoc=no student=NOT-LINKED teacher=LINKED,student-2sw-wk5-day-2-active-listening,teacher-2sw-wk5-day-2-facilitator-guide,pending,1MYCdVB6EZFXZbuIEfGPWIrC0R0622lGLIBgRE6eXmxw,COLLAPSED
2SW-Wk5-Day3,CCE | 2SW Wk5 Day 3 | Advocacy + SMART Goals,exit-ticket-only (Career and College Explorations - Short Constructed Response; 1106 chars body),2sw-wk5-advocacy-smart-time-plan.pdf [worksheet/2p] #14611251 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,2sw-wk5-advocacy-smart-time-plan.pdf/2p #14611251 inDoc=no student=NOT-LINKED teacher=LINKED || 2sw-wk5-communication-goal-rubric.pdf/2p #14662898 inDoc=no student=LINKED teacher=LINKED,student-2sw-wk5-day-3-advocacy-and-smart-time-plan,teacher-2sw-wk5-day-3-facilitator-guide,pending,1cF0nX0yn3SgRsl3m53ZGSKJLDJgJ2-qcv0vYhmtpwNw,COLLAPSED
2SW-Wk5-Day4,CCE | 2SW Wk5 Day 4 | Written Communication - Little Library Post,exit-ticket-only (Career and College Explorations - Trade-off; 1288 chars body),2sw-wk5-written-message-lab.pdf [worksheet/1p] #14580368 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,2sw-wk5-written-message-lab.pdf/1p #14580368 inDoc=no student=NOT-LINKED teacher=LINKED,student-2sw-wk5-day-4-written-message-lab,teacher-2sw-wk5-day-4-facilitator-guide,pending,1te6GqUbdLvHn1I75m-NQFYCfZQhHFW8_bJ1azYkKGOA,COLLAPSED
2SW-Wk5-Day5,CCE | 2SW Wk5 Day 5 | Xello Time Management + Reflection,exit-ticket-only (Career and College Explorations - Concept Map; 1411 chars body),2sw-wk5-work-experience-skills-synthesis.pdf [worksheet/2p] #14662897 -> student:NOT-LINKED; teacher:LINKED docMatch=0.17,"2sw-wk5-communication-goal-rubric.pdf/2p #14662898 inDoc=no student=LINKED teacher=LINKED || 2sw-wk5-work-experience-skills-synthesis.pdf/2p #14580371,14662897 inDoc=no student=NOT-LINKED teacher=LINKED",student-2sw-wk5-day-5-communication-skills-and-goal-synthesis,teacher-2sw-wk5-day-5-facilitator-guide,pending,1dk2cjFBbRzPaFIRb0rWaED-p87mDiRzVs7NT0JCa4Jo,COLLAPSED
2SW-Wk6-Day1,CCE | 2SW Wk6 Day 1 | Biomedical Pathway + Cover Letter,exit-ticket-only (Career and College Explorations - Mini-Case; 1392 chars body),2sw-wk6-cover-letter-lab.pdf [worksheet/2p] #14561443 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,2sw-wk6-biomedical-career-evidence-guide.pdf/2p #14561442 inDoc=no student=LINKED teacher=LINKED || 2sw-wk6-cover-letter-lab.pdf/2p #14561443 inDoc=no student=NOT-LINKED teacher=LINKED,student-2sw-wk6-day-1-biomedical-careers-and-cover-letter,teacher-2sw-wk6-day-1-facilitator-guide,pending,1ZGGB2aOAcmUUHjtX69COLVL_eT9pu089Wsr5O-24nko,COLLAPSED
2SW-Wk6-Day2,CCE | 2SW Wk6 Day 2 | Physical Therapy in Action,exit-ticket-only (Career and College Explorations - Comparison Matrix; 1257 chars body),2sw-wk6-mini-medics-design-record.pdf [worksheet/2p] #14580372 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,2sw-wk6-mini-medics-design-record.pdf/2p #14580372 inDoc=no student=NOT-LINKED teacher=LINKED,student-2sw-wk6-day-2-mini-medics-design,teacher-2sw-wk6-day-2-facilitator-guide,pending,1ywixqoEL8s163zMPjp6K8AHun4WlQ6oB7lE8gFUybNI,COLLAPSED
2SW-Wk6-Day3,CCE | 2SW Wk6 Day 3 | Farm Fresh Express - Setup,exit-ticket-only (Career and College Explorations - Ranked Justification; 1314 chars body),2sw-wk6-outbreak-investigation-record.pdf [worksheet/2p] #14561445 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,2sw-wk6-outbreak-investigation-record.pdf/2p #14561445 inDoc=no student=NOT-LINKED teacher=LINKED,student-2sw-wk6-day-3-outbreak-evidence,teacher-2sw-wk6-day-3-facilitator-guide,pending,15lXbU9bX39sGlMVAahwdxWUPTBvWNZKwo94flpvqLzY,COLLAPSED
2SW-Wk6-Day4,CCE | 2SW Wk6 Day 4 | Farm Fresh Express - Design + Present,exit-ticket-only (Career and College Explorations - Venn Diagram; 1096 chars body),2sw-wk6-outbreak-response-plan.pdf [worksheet/2p] #14561446 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,2sw-wk6-outbreak-response-plan.pdf/2p #14561446 inDoc=no student=NOT-LINKED teacher=LINKED,student-2sw-wk6-day-4-outbreak-response,teacher-2sw-wk6-day-4-facilitator-guide,pending,1aj5j7tPX3VRtyzhGvMqeR3SFU7oE7jsqJI535hqIJlA,COLLAPSED
2SW-Wk6-Day5,CCE | 2SW Wk6 Day 5 | Emerging Career Research + 2SW Wrap-Up,exit-ticket-only (Career and College Explorations - Concept Map; 1481 chars body),2sw-wk6-xello-career-matches-reflection.pdf [worksheet/1p] #14662910 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,2sw-wk6-biomedical-career-evidence-guide.pdf/2p #14561442 inDoc=no student=LINKED teacher=LINKED || 2sw-wk6-xello-career-matches-reflection.pdf/1p #14662910 inDoc=no student=NOT-LINKED teacher=LINKED,student-2sw-wk6-day-5-biomedical-career-evidence-reflection,teacher-2sw-wk6-day-5-facilitator-guide,pending,1hhU2CBtX2Q1m0lJ5BCkl5ZHgKAY2jOoCtkaFOJvaLeo,COLLAPSED
3SW-Wk1-Day1,CCE | 3SW Wk1 Day 1 | Ag Cluster Tour + Animal Systems Hats,exit-ticket-only (Career and College Explorations - Mini-Case; 1263 chars body),(none),3sw-wk1-veterinary-career-evidence-guide.pdf/2p #14580373 inDoc=no student=LINKED teacher=LINKED,student-3sw-wk1-day-1-meet-the-veterinary-team,teacher-3sw-wk1-day-1-facilitator-guide,pending,1tUjxDHMoObf5GIMacCWbeQiApPxelAgu2h_DLD7xfNw,
3SW-Wk1-Day2,CCE | 3SW Wk1 Day 2 | Vet Tech vs. Veterinarian - Career Deep-Dive,exit-ticket-only (Career and College Explorations - Comparison Matrix; 1093 chars body),3sw-wk1-veterinary-career-comparison.pdf [worksheet/2p] #14580374 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,3sw-wk1-veterinary-career-comparison.pdf/2p #14580374 inDoc=no student=NOT-LINKED teacher=LINKED,student-3sw-wk1-day-2-compare-veterinary-career-paths,teacher-3sw-wk1-day-2-facilitator-guide,pending,1a7hYSv1LUJMWkAlXIH7UQUIzPc9UZwLFK5HStW3TRPM,COLLAPSED
3SW-Wk1-Day3,CCE | 3SW Wk1 Day 3 | Candy Conundrum - Food Science Teamwork,exit-ticket-only (Career and College Explorations - Decision Tree; 1341 chars body),3sw-wk1-veterinary-triage-record.pdf [worksheet/2p] #14565357 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,3sw-wk1-veterinary-triage-record.pdf/2p #14565357 inDoc=no student=NOT-LINKED teacher=LINKED,student-3sw-wk1-day-3-veterinary-triage,teacher-3sw-wk1-day-3-facilitator-guide,pending,1r_kWaNCe-UX4rasWsGJurNMn2YDBNM2Q7DDMJD5dGMk,COLLAPSED
3SW-Wk1-Day4,CCE | 3SW Wk1 Day 4 | Xello Life Experiences + Volunteer Hours,exit-ticket-only (Career and College Explorations - Short Constructed Response; 1160 chars body),3sw-wk1-xello-skills-reflection.pdf [worksheet/1p] #14662922 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,3sw-wk1-veterinary-career-evidence-guide.pdf/2p #14580373 inDoc=no student=LINKED teacher=LINKED || 3sw-wk1-xello-skills-reflection.pdf/1p #14662922 inDoc=no student=NOT-LINKED teacher=LINKED,student-3sw-wk1-day-4-transferable-skills,teacher-3sw-wk1-day-4-facilitator-guide,pending,1VR5W3xQb0EC_qXUJ-qc4GDZZ3hRGSIBQxhGbqDjdBrI,COLLAPSED
3SW-Wk1-Day5,CCE | 3SW Wk1 Day 5 | Nimitz Vet Pathway + H&L Favorites,exit-ticket-only (Career and College Explorations - Concept Map; 1295 chars body),3sw-wk1-veterinary-pathway-brief.pdf [worksheet/2p] #14662923 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,3sw-wk1-veterinary-evidence-rubric.pdf/2p #14565360 inDoc=no student=LINKED teacher=LINKED || 3sw-wk1-veterinary-pathway-brief.pdf/2p #14662923 inDoc=no student=NOT-LINKED teacher=LINKED,student-3sw-wk1-day-5-veterinary-pathway-recommendation,teacher-3sw-wk1-day-5-facilitator-guide,pending,1KaDsqzdwurIQ2w1VkY2uOGRWd7p6xgLEXHQtTpGpvIY,COLLAPSED
3SW-Wk2-Day1,CCE | 3SW Wk2 Day 1 | Plant Science + Environmental Pathway Hats,exit-ticket-only (Career and College Explorations - Comparison Matrix; 1054 chars body),(none),3sw-wk2-plant-career-evidence-guide.pdf/2p #14565362 inDoc=no student=LINKED teacher=LINKED,student-3sw-wk2-day-1-diagnose-a-grow-system,teacher-3sw-wk2-day-1-facilitator-guide,pending,1KSfuOFyLOJsNnbmnIWK1NqtjrvTDWcsuK9Cykq5ZyPc,
3SW-Wk2-Day2,CCE | 3SW Wk2 Day 2 | Farm to Table - Brainstorm + Sketch,exit-ticket-only (Career and College Explorations - Mini-Case; 1139 chars body),3sw-wk2-farm-to-table-planner.pdf [worksheet/2p] #14565363 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,3sw-wk2-farm-to-table-planner.pdf/2p #14565363 inDoc=no student=NOT-LINKED teacher=LINKED || 3sw-wk2-plant-science-major-rubric.pdf/2p #14565364 inDoc=no student=LINKED teacher=LINKED,student-3sw-wk2-day-2-plan-a-farm-to-table-infographic,teacher-3sw-wk2-day-2-facilitator-guide,pending,1Y8YKxE6i3_LdDeu8hshUK5kM4VljXdt9wLfQFsz04NE,COLLAPSED
3SW-Wk2-Day3,CCE | 3SW Wk2 Day 3 | Farm to Table - Build in Canva,exit-ticket-only (Career and College Explorations - Venn Diagram; 1251 chars body),3sw-wk2-farm-to-table-planner.pdf [worksheet/2p] #14565363 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,3sw-wk2-farm-to-table-planner.pdf/2p #14565363 inDoc=no student=NOT-LINKED teacher=LINKED || 3sw-wk2-plant-science-major-rubric.pdf/2p #14565364 inDoc=no student=LINKED teacher=LINKED,student-3sw-wk2-day-3-build-and-test-the-infographic,teacher-3sw-wk2-day-3-facilitator-guide,pending,1-9KSSZMmAxndNAS0pOQdbeYlX4ejB59w713jaLdNyLU,COLLAPSED
3SW-Wk2-Day4,CCE | 3SW Wk2 Day 4 | Emerging Ag Career Research,exit-ticket-only (Career and College Explorations - Ranked Justification; 1111 chars body),3sw-wk2-emerging-plant-tech-evaluation.pdf [worksheet/2p] #14565366 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,3sw-wk2-emerging-plant-tech-evaluation.pdf/2p #14565366 inDoc=no student=NOT-LINKED teacher=LINKED || 3sw-wk2-emerging-plant-tech-evidence.pdf/2p #14565365 inDoc=no student=LINKED teacher=LINKED || 3sw-wk2-plant-science-major-rubric.pdf/2p #14565364 inDoc=no student=NOT-LINKED teacher=LINKED,student-3sw-wk2-day-4-evaluate-emerging-plant-tech-work,teacher-3sw-wk2-day-4-facilitator-guide,pending,1rA6Y1d1pZbrYi6_iV6RzrYSvDe4IXI6FEcyZmwkbqlU,COLLAPSED
3SW-Wk2-Day5,CCE | 3SW Wk2 Day 5 | Xello Work Experiences + Nimitz Plant Science Pathway,exit-ticket-only (Career and College Explorations - Concept Map; 1404 chars body),3sw-wk2-xello-biases-reflection.pdf [worksheet/1p] #14662934 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,3sw-wk2-emerging-plant-tech-evidence.pdf/2p #14565365 inDoc=no student=LINKED teacher=LINKED || 3sw-wk2-xello-biases-reflection.pdf/1p #14662934 inDoc=no student=NOT-LINKED teacher=LINKED,student-3sw-wk2-day-5-plant-tech-evidence-and-fair-career-investigation,teacher-3sw-wk2-day-5-facilitator-guide,pending,1-gtRusemBl5CR1d1KHYOjXJL5WGI9d1jajqOnW-_jYE,COLLAPSED
3SW-Wk3-Day1,CCE | 3SW Wk3 Day 1 | Environmental Careers + Climate Connection,exit-ticket-only (Career and College Explorations - Mini-Case; 1327 chars body),(none),3sw-wk3-sustainable-career-problem-guide.pdf/2p #14561503 inDoc=no student=LINKED teacher=LINKED,student-3sw-wk3-day-1-careers-and-resource-problems,teacher-3sw-wk3-day-1-facilitator-guide,pending,1rnZ-68u9h0F_BEyRZU0wGOgDM2QUSUh9Hujkuz0-eDs,
3SW-Wk3-Day2,CCE | 3SW Wk3 Day 2 | Pest Patrol - Read the Field Notes,exit-ticket-only (Career and College Explorations - Ranked Justification; 1053 chars body),3sw-wk3-pest-patrol-field-notes.pdf [worksheet/2p] #14565368 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,3sw-wk3-pest-patrol-field-notes.pdf/2p #14565368 inDoc=no student=NOT-LINKED teacher=LINKED,student-3sw-wk3-day-2-field-reports-and-constraints,teacher-3sw-wk3-day-2-facilitator-guide,pending,1KuB_RsIRuzU3ht-gyvS_tMqaEyPlvXInYWvQ3tl22nA,COLLAPSED
3SW-Wk3-Day3,CCE | 3SW Wk3 Day 3 | Pest Patrol - Drone Sketch + Labels,exit-ticket-only (Career and College Explorations - Short Constructed Response; 1121 chars body),3sw-wk3-drone-design-brief.pdf [worksheet/2p] #14565369 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,3sw-wk3-drone-design-brief.pdf/2p #14565369 inDoc=no student=NOT-LINKED teacher=LINKED || 3sw-wk3-sustainable-engineering-major-rubric.pdf/2p #14565371 inDoc=no student=LINKED teacher=LINKED,student-3sw-wk3-day-3-pest-patrol-drone-design,teacher-3sw-wk3-day-3-facilitator-guide,pending,1K6ogVNNXdAA__uBfvrQku7VzwSDxdJrzN0SUOFfjgqQ,COLLAPSED
3SW-Wk3-Day4,CCE | 3SW Wk3 Day 4 | Pest Patrol - Peer Feedback + Societal Trends,exit-ticket-only (Career and College Explorations - Comparison Matrix; 912 chars body),3sw-wk3-peer-review-revision.pdf [worksheet/1p] #14565370 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00 || 3sw-wk3-societal-trends-evaluation.pdf [worksheet/2p] #14591629 -> student:NOT-LINKED; teacher:LINKED docMatch=0.20,3sw-wk3-peer-review-revision.pdf/1p #14565370 inDoc=no student=NOT-LINKED teacher=LINKED || 3sw-wk3-societal-trends-evaluation.pdf/2p #14591629 inDoc=no student=NOT-LINKED teacher=LINKED || 3sw-wk3-societal-trends-evidence.pdf/2p #14561507 inDoc=no student=LINKED teacher=LINKED || 3sw-wk3-sustainable-engineering-major-rubric.pdf/2p #14565371 inDoc=no student=NOT-LINKED teacher=LINKED,student-3sw-wk3-day-4-review-revision-and-trends,teacher-3sw-wk3-day-4-facilitator-guide,pending,1X03poJUxm1jSexMbmXgzFGQvT63Phsmc7GohQ4_JYsc,COLLAPSED-MULTI
3SW-Wk3-Day5,CCE | 3SW Wk3 Day 5 | Xello Interests + eDynamic Unit 7.1,exit-ticket-only (Career and College Explorations - Concept Map; 1339 chars body),3sw-wk3-xello-goals-plan.pdf [worksheet/1p] #14662948 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,3sw-wk3-xello-goals-plan.pdf/1p #14662948 inDoc=no student=NOT-LINKED teacher=LINKED,student-3sw-wk3-day-5-xello-interests,teacher-3sw-wk3-day-5-facilitator-guide,pending,1bXaK1InobXoxMKL-LRDhFhw10DPwF1r6RdelzgbZyCg,COLLAPSED
3SW-Wk4-Day1,CCE | 3SW Wk4 Day 1 | Hospitality Cluster + Culinary Twist,exit-ticket-only (Career and College Explorations - Mini-Case; 1221 chars body),3sw-wk4-culinary-twist-menu-brief.pdf [worksheet/3p] #14591631 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"3sw-wk4-culinary-twist-menu-brief.pdf/3p #14561545,14591631 inDoc=no student=NOT-LINKED teacher=LINKED",student-3sw-wk4-day-1-culinary-twist-menu-design,teacher-3sw-wk4-day-1-facilitator-guide,pending,1YLGzjVI3VE_xM2V1dANeq7jZUitsX5BTcGrC6cZHP8Y,COLLAPSED
3SW-Wk4-Day2,CCE | 3SW Wk4 Day 2 | Powerskill Motivation + Salary Comparison,exit-ticket-only (Career and College Explorations - Comparison Matrix; 1223 chars body),3sw-wk4-motivation-career-comparison.pdf [worksheet/2p] #14591632 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,3sw-wk4-hospitality-career-evidence-guide.pdf/2p #14565373 inDoc=no student=LINKED teacher=LINKED || 3sw-wk4-motivation-career-comparison.pdf/2p #14591632 inDoc=no student=NOT-LINKED teacher=LINKED,student-3sw-wk4-day-2-motivation-and-career-comparison,teacher-3sw-wk4-day-2-facilitator-guide,pending,1hAmq_I2By-nnBtDjRtDGuUon_2eJnz7V0ZsitzvTJE4,COLLAPSED
3SW-Wk4-Day3,CCE | 3SW Wk4 Day 3 | Hotel Rescue - Team Problem Solving,exit-ticket-only (Career and College Explorations - Decision Tree; 1478 chars body),3sw-wk4-hotel-rescue-response.pdf [worksheet/2p] #14565376 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,3sw-wk4-hotel-rescue-cards.pdf/3p #14561560 inDoc=no student=LINKED teacher=LINKED || 3sw-wk4-hotel-rescue-response.pdf/2p #14565376 inDoc=no student=NOT-LINKED teacher=LINKED,student-3sw-wk4-day-3-hotel-rescue,teacher-3sw-wk4-day-3-facilitator-guide,pending,1Oj57OAJ46I6-ijz_4a9LBza-ZZMgA_muvR8CecuDDOQ,COLLAPSED
3SW-Wk4-Day4,CCE | 3SW Wk4 Day 4 | Pack Your Bags - Tourism Campaign Career Lab,exit-ticket-only (Career and College Explorations - Short Constructed Response; 1146 chars body),3sw-wk4-cater-create-event-brief.pdf [worksheet/1p] #14591633 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,3sw-wk4-cater-create-event-brief.pdf/1p #14591633 inDoc=no student=NOT-LINKED teacher=LINKED,student-3sw-wk4-day-4-cater-and-create,teacher-3sw-wk4-day-4-facilitator-guide,pending,1PHXZ80hxX5neGBfEndFiOYzoDXbPoiCJwyLmTZTcCDM,COLLAPSED
3SW-Wk4-Day5,CCE | 3SW Wk4 Day 5 | Xello Decision Making + eDynamic 6.1 + H&L Favorites,exit-ticket-only (Career and College Explorations - Concept Map; 1317 chars body),3sw-wk4-hospitality-recommendation.pdf [worksheet/2p] #14591634 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,3sw-wk4-hospitality-career-evidence-guide.pdf/2p #14565373 inDoc=no student=LINKED teacher=LINKED || 3sw-wk4-hospitality-minor-rubric.pdf/2p #14591635 inDoc=no student=LINKED teacher=LINKED || 3sw-wk4-hospitality-recommendation.pdf/2p #14591634 inDoc=no student=NOT-LINKED teacher=LINKED,student-3sw-wk4-day-5-hospitality-recommendation,teacher-3sw-wk4-day-5-facilitator-guide,pending,1Wr0rdse241awjwewFuL4EWTFm-P4KpM39_vv58Xx_fM,COLLAPSED
3SW-Wk5-Day1,CCE | 3SW Wk5 Day 1 | Human Services Cluster + Stress Toolkit,exit-ticket-only (Career and College Explorations - Comparison Matrix; 1151 chars body),3sw-wk5-sfx-concept-lab-brief.pdf [worksheet/3p] #14565386 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,3sw-wk5-sfx-concept-lab-brief.pdf/3p #14565386 inDoc=no student=NOT-LINKED teacher=LINKED,student-3sw-wk5-day-1-human-services-and-sfx-concept,teacher-3sw-wk5-day-1-facilitator-guide,pending,1ryX4j0iuVW1J1qNBJ2KwdBvqsdYrpp46e8w0UOaEwhs,COLLAPSED
3SW-Wk5-Day2,CCE | 3SW Wk5 Day 2 | Job Interviews - Prep + Practice,exit-ticket-only (Career and College Explorations - Mini-Case; 1152 chars body),3sw-wk5-sfx-build-test-record.pdf [worksheet/1p] #14565387 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,3sw-wk5-sfx-build-test-record.pdf/1p #14565387 inDoc=no student=NOT-LINKED teacher=LINKED,student-3sw-wk5-day-2-build-and-test-the-texture-model,teacher-3sw-wk5-day-2-facilitator-guide,pending,1GGJnC_joQ8PRRUdSrnamndWsl7YR0UW_0xD0NoFr6L0,COLLAPSED
