day_key,source,cited_pages,section_claimed,pdf_page_checked,found_yes_no,note
3sw-wk1-day5,day.md,p.101,"(page ref, no named section)",107,yes,FYF PDF p.107 content: Related / The Agricultural Science program at / Nimitz High School fea
3sw-wk1-day5,canvas_student_page,p.100,"(page ref, no named section)",106,yes,FYF PDF p.106 content: WHAT IS HAPPENING AT MY DISTRICT? / What’s Happening at / IRVING ISD
3sw-wk1-day5,canvas_student_page,p.101,"(page ref, no named section)",107,yes,FYF PDF p.107 content: Related / The Agricultural Science program at / Nimitz High School fea
3sw-wk2-day1,day.md,p.88,"(page ref, no named section)",94,yes,FYF PDF p.94 content: 5 / Grow System Rescue / Hydroponic farms are changing how food is gro
3sw-wk2-day1,day.md,p.89,"(page ref, no named section)",95,yes,FYF PDF p.95 content: Step 2: Investigate the Grow Zone / You inspect the affected lettuce s
3sw-wk2-day1,day.md,p.90,"(page ref, no named section)",96,yes,FYF PDF p.96 content: Step 4: Decide What to Fix First / You can’t fix everything at once. C
3sw-wk2-day1,canvas_student_page,p.88,"(page ref, no named section)",94,yes,FYF PDF p.94 content: 5 / Grow System Rescue / Hydroponic farms are changing how food is gro
3sw-wk2-day1,canvas_student_page,p.89,"(page ref, no named section)",95,yes,FYF PDF p.95 content: Step 2: Investigate the Grow Zone / You inspect the affected lettuce s
3sw-wk2-day1,canvas_student_page,p.90,"(page ref, no named section)",96,yes,FYF PDF p.96 content: Step 4: Decide What to Fix First / You can’t fix everything at once. C
3sw-wk2-day2,day.md,p.91,"(page ref, no named section)",97,yes,FYF PDF p.97 content: Farm to Table / 5 / Have you ever wondered how your food gets from the
3sw-wk2-day2,day.md,p.92,"(page ref, no named section)",98,yes,FYF PDF p.98 content: Step 2: Brainstorm Ideas / Grab sticky notes and brainstorm ideas for 
3sw-wk2-day2,canvas_student_page,p.91,"(page ref, no named section)",97,yes,FYF PDF p.97 content: Farm to Table / 5 / Have you ever wondered how your food gets from the
3sw-wk2-day2,canvas_student_page,p.92,"(page ref, no named section)",98,yes,FYF PDF p.98 content: Step 2: Brainstorm Ideas / Grab sticky notes and brainstorm ideas for 
3sw-wk2-day3,canvas_student_page,p.92,"(page ref, no named section)",98,yes,FYF PDF p.98 content: Step 2: Brainstorm Ideas / Grab sticky notes and brainstorm ideas for 
3sw-wk3-day2,day.md,p.93,"(page ref, no named section)",99,yes,FYF PDF p.99 content: Ag-Tech Pest Patrol / 5 / Imagine the work of a farmer managing a comp
3sw-wk3-day2,day.md,p.94,"(page ref, no named section)",100,yes,FYF PDF p.100 content: Field Notes - Farmer / Field Notes - Plant Scientist / Name: Dale Jime
3sw-wk3-day2,canvas_student_page,(none),(none),,n/a,"student page cites no workbook page while day.md cites [93, 94]"
3sw-wk3-day3,day.md,p.95,"(page ref, no named section)",101,yes,FYF PDF p.101 content: Step 3: Design Your Drone / Use chart paper to design your drone. / La
3sw-wk3-day3,canvas_student_page,(none),(none),,n/a,student page cites no workbook page while day.md cites [95]
3sw-wk3-day4,day.md,p.95,"(page ref, no named section)",101,yes,FYF PDF p.101 content: Step 3: Design Your Drone / Use chart paper to design your drone. / La
3sw-wk3-day4,canvas_student_page,p.95,"(page ref, no named section)",101,yes,FYF PDF p.101 content: Step 3: Design Your Drone / Use chart paper to design your drone. / La
3sw-wk3-day5,day.md,p.146,"(page ref, no named section)",152,yes,FYF PDF p.152 content: 9 Powerskill: Adaptability / Adaptability is the ability to adjust whe
3sw-wk3-day5,canvas_student_page,(none),(none),,n/a,student page cites no workbook page while day.md cites [146]
3sw-wk4-day1,day.md,p.111,Exploring the World of HOSPITALITY AND TOURISM,117,yes,FYF PDF p.117 content: Career / Climb / 7X
3sw-wk4-day1,day.md,p.112,"(page ref, no named section)",118,yes,FYF PDF p.118 content: 7 / Culinary Twist / Have you ever wondered how chefs come up with the
3sw-wk4-day1,day.md,p.113,"(page ref, no named section)",119,yes,FYF PDF p.119 content: Step 3: Plan Your Dish / How will you creatively incorporate your / sp
3sw-wk4-day1,day.md,p.114,"(page ref, no named section)",120,yes,FYF PDF p.120 content: 7 / Restaurant Rebrand / A head chef is the leader of a restaurant kit
3sw-wk4-day1,day.md,p.115,"(page ref, no named section)",121,yes,FYF PDF p.121 content: Step 2: Create a New Restaurant Concept / Every great menu matches the
3sw-wk4-day1,day.md,p.116,"(page ref, no named section)",122,yes,FYF PDF p.122 content: Step 4: Create a New Menu Design / MY RESTAURANT MENU / Appetizers:
3sw-wk4-day1,canvas_student_page,p.112,"(page ref, no named section)",118,yes,FYF PDF p.118 content: 7 / Culinary Twist / Have you ever wondered how chefs come up with the
3sw-wk4-day1,canvas_student_page,p.113,"(page ref, no named section)",119,yes,FYF PDF p.119 content: Step 3: Plan Your Dish / How will you creatively incorporate your / sp
3sw-wk4-day2,day.md,p.121,Powerskill: Motivation,127,yes,"FYF PDF p.127 content: Powerskill: Motivation / 7 / Motivation is what keeps you going, even "
3sw-wk4-day2,day.md,p.122,Powerskill: Motivation,128,partial,"section title ""Powerskill: Motivation"" not literally on printed p.122; appears on printed p.121 | page content: Step 2: Create a Detailed Competition Plan / Category / Contest Name: "
3sw-wk4-day2,day.md,p.123,Powerskill: Motivation,129,partial,"section title ""Powerskill: Motivation"" not literally on printed p.123; appears on printed p.121 | page content: Step 3: Share and Compare / Pair up with a partner or small group / an"
3sw-wk4-day2,canvas_student_page,p.122,Powerskill: Motivation,128,partial,"section title ""Powerskill: Motivation"" not literally on printed p.122; appears on printed p.121 | page content: Step 2: Create a Detailed Competition Plan / Category / Contest Name: "
3sw-wk4-day3,day.md,p.117,Hotel Rescue,123,yes,FYF PDF p.123 content: Hotel Rescue / 7 / Have you ever thought about what it is like to run 
3sw-wk4-day3,day.md,p.118,Hotel Rescue,124,partial,"section title ""Hotel Rescue"" not literally on printed p.118; appears on printed p.117 | page content: Step 3: Brainstorm Solutions / As a team, work together to find the be"
3sw-wk4-day3,canvas_student_page,p.117,Hotel Rescue,123,yes,FYF PDF p.123 content: Hotel Rescue / 7 / Have you ever thought about what it is like to run 
3sw-wk4-day3,canvas_student_page,p.118,Hotel Rescue,124,partial,"section title ""Hotel Rescue"" not literally on printed p.118; appears on printed p.117 | page content: Step 3: Brainstorm Solutions / As a team, work together to find the be"
3sw-wk4-day4,day.md,p.119,Cater and Create,125,yes,"FYF PDF p.125 content: 7 / Cater and Create / When people think about catering, they often th"
3sw-wk4-day4,day.md,p.120,Cater and Create,126,partial,"section title ""Cater and Create"" not literally on printed p.120; appears on printed p.119 | page content: Step 3: Design the / Table Experience / Design the visual side of the "
3sw-wk4-day4,canvas_student_page,p.119,Cater and Create,125,yes,"FYF PDF p.125 content: 7 / Cater and Create / When people think about catering, they often th"
3sw-wk4-day4,canvas_student_page,p.120,Cater and Create,126,partial,"section title ""Cater and Create"" not literally on printed p.120; appears on printed p.119 | page content: Step 3: Design the / Table Experience / Design the visual side of the "
3sw-wk5-day1,day.md,p.127,"(page ref, no named section)",133,yes,FYF PDF p.133 content: Career / Climb / 8
3sw-wk5-day1,day.md,p.128,"(page ref, no named section)",134,yes,FYF PDF p.134 content: 8 / Special Effects / Makeup
3sw-wk5-day1,day.md,p.129,"(page ref, no named section)",135,yes,FYF PDF p.135 content: Concept Card / Step 2: Create Your / Concept
3sw-wk5-day1,canvas_student_page,p.127,"(page ref, no named section)",133,yes,FYF PDF p.133 content: Career / Climb / 8
3sw-wk5-day1,canvas_student_page,p.128,"(page ref, no named section)",134,yes,FYF PDF p.134 content: 8 / Special Effects / Makeup
3sw-wk5-day1,canvas_student_page,p.129,"(page ref, no named section)",135,yes,FYF PDF p.135 content: Concept Card / Step 2: Create Your / Concept
3sw-wk5-day2,day.md,p.130,"(page ref, no named section)",136,yes,FYF PDF p.136 content: DAY 2 / It’s time to bring your design to life! Get your / materials f
3sw-wk5-day2,canvas_student_page,p.129,"(page ref, no named section)",135,yes,FYF PDF p.135 content: Concept Card / Step 2: Create Your / Concept
3sw-wk5-day3,day.md,p.131,"(page ref, no named section)",137,yes,"FYF PDF p.137 content: DAY 3 / Before SFX work appears on screen, artists test, evaluate, and"
3sw-wk5-day3,canvas_student_page,p.131,"(page ref, no named section)",137,yes,"FYF PDF p.137 content: DAY 3 / Before SFX work appears on screen, artists test, evaluate, and"
3sw-wk5-day4,day.md,p.127,"(page ref, no named section)",133,yes,FYF PDF p.133 content: Career / Climb / 8
3sw-wk5-day4,day.md,p.132,"(page ref, no named section)",138,yes,"FYF PDF p.138 content: 8 / Stress Toolkit / Stress is a normal part of life, but too much of "
3sw-wk5-day4,day.md,p.133,"(page ref, no named section)",139,yes,FYF PDF p.139 content: Step 2: Create Social Media Posts / Choose three stress management tec
3sw-wk5-day4,canvas_student_page,p.132,"(page ref, no named section)",138,yes,"FYF PDF p.138 content: 8 / Stress Toolkit / Stress is a normal part of life, but too much of "
3sw-wk5-day4,canvas_student_page,p.133,"(page ref, no named section)",139,yes,FYF PDF p.139 content: Step 2: Create Social Media Posts / Choose three stress management tec
3sw-wk6-day1,day.md,p.221,"(page ref, no named section)",227,yes,FYF PDF p.227 content: Career / Climb / 13
3sw-wk6-day1,day.md,p.252,"(page ref, no named section)",258,yes,FYF PDF p.258 content: WHAT IS HAPPENING AT MY DISTRICT? / What’s Happening at / IRVING ISD
3sw-wk6-day1,day.md,p.253,"(page ref, no named section)",259,yes,FYF PDF p.259 content: Related / Students in the Business and Marketing / programs manage stu
3sw-wk6-day1,day.md,p.254,"(page ref, no named section)",260,yes,FYF PDF p.260 content: 13 / App Exploration / Get out your laptop. Open the Hats & Ladders ap
3sw-wk6-day1,canvas_student_page,p.254,"(page ref, no named section)",260,yes,FYF PDF p.260 content: 13 / App Exploration / Get out your laptop. Open the Hats & Ladders ap
3sw-wk6-day2,day.md,p.234,"(page ref, no named section)",240,yes,FYF PDF p.240 content: 13 / Million Dollar Idea / A lot of people think entrepreneurs come up
3sw-wk6-day2,day.md,p.235,"(page ref, no named section)",241,yes,FYF PDF p.241 content: Step 2: Rapid Idea Generation / Now it’s time to think like an entrepr
3sw-wk6-day2,canvas_student_page,p.234,"(page ref, no named section)",240,yes,FYF PDF p.240 content: 13 / Million Dollar Idea / A lot of people think entrepreneurs come up
3sw-wk6-day2,canvas_student_page,p.235,"(page ref, no named section)",241,yes,FYF PDF p.241 content: Step 2: Rapid Idea Generation / Now it’s time to think like an entrepr
3sw-wk6-day3,day.md,p.236,"(page ref, no named section)",242,yes,FYF PDF p.242 content: Step 4: Think Like a Real / Entrepreneur / Entrepreneurs don’t just co
3sw-wk6-day3,day.md,p.237,"(page ref, no named section)",243,yes,FYF PDF p.243 content: Step 5: Make the Call / Choose your strongest idea and decide: / • Mov
3sw-wk6-day3,canvas_student_page,p.236,"(page ref, no named section)",242,yes,FYF PDF p.242 content: Step 4: Think Like a Real / Entrepreneur / Entrepreneurs don’t just co
3sw-wk6-day3,canvas_student_page,p.237,"(page ref, no named section)",243,yes,FYF PDF p.243 content: Step 5: Make the Call / Choose your strongest idea and decide: / • Mov
3sw-wk6-day4,day.md,p.234,"(page ref, no named section)",240,yes,FYF PDF p.240 content: 13 / Million Dollar Idea / A lot of people think entrepreneurs come up
3sw-wk6-day4,day.md,p.235,"(page ref, no named section)",241,yes,FYF PDF p.241 content: Step 2: Rapid Idea Generation / Now it’s time to think like an entrepr
3sw-wk6-day4,day.md,p.236,"(page ref, no named section)",242,yes,FYF PDF p.242 content: Step 4: Think Like a Real / Entrepreneur / Entrepreneurs don’t just co
3sw-wk6-day4,day.md,p.237,"(page ref, no named section)",243,yes,FYF PDF p.243 content: Step 5: Make the Call / Choose your strongest idea and decide: / • Mov
3sw-wk6-day4,canvas_student_page,(none),(none),,n/a,"student page cites no workbook page while day.md cites [234, 235, 236, 237]"
4sw-wk1-day2,day.md,p.6,"(page ref, no named section)",12,yes,FYF PDF p.12 content: The Career Iceberg / Some careers may seem simple at first. You may th
4sw-wk1-day2,day.md,p.7,"(page ref, no named section)",13,yes,FYF PDF p.13 content: Step 2: Create Your Own Icebergs / For each career iceberg: / • Above 
4sw-wk1-day2,day.md,p.8,"(page ref, no named section)",14,yes,FYF PDF p.14 content: Nurse / Class Discussion / • How did your thinking change after
4sw-wk1-day2,day.md,p.283,"(page ref, no named section)",289,yes,"FYF PDF p.289 content: Rung 2: Career Goal / Now that you know more about yourself, it’s time"
4sw-wk1-day2,day.md,p.284,"(page ref, no named section)",290,yes,"FYF PDF p.290 content: Where might they work? (office, outdoors, hospital, school, etc.) / __"
4sw-wk1-day2,canvas_student_page,p.6,"(page ref, no named section)",12,yes,FYF PDF p.12 content: The Career Iceberg / Some careers may seem simple at first. You may th
4sw-wk1-day2,canvas_student_page,p.7,"(page ref, no named section)",13,yes,FYF PDF p.13 content: Step 2: Create Your Own Icebergs / For each career iceberg: / • Above 
4sw-wk1-day2,canvas_student_page,p.8,"(page ref, no named section)",14,yes,FYF PDF p.14 content: Nurse / Class Discussion / • How did your thinking change after
4sw-wk1-day2,canvas_student_page,p.283,"(page ref, no named section)",289,yes,"FYF PDF p.289 content: Rung 2: Career Goal / Now that you know more about yourself, it’s time"
4sw-wk1-day2,canvas_student_page,p.284,"(page ref, no named section)",290,yes,"FYF PDF p.290 content: Where might they work? (office, outdoors, hospital, school, etc.) / __"
4sw-wk2-day2,day.md,p.294,"(page ref, no named section)",300,yes,"FYF PDF p.300 content: Rung 7: High School Plan / Now that you’ve set your goals, it’s time t"
4sw-wk2-day2,day.md,p.295,"(page ref, no named section)",301,yes,"FYF PDF p.301 content: Clubs, Organizations, and Activities / What clubs, sports, CTSOs, or a"
4sw-wk2-day2,day.md,p.296,"(page ref, no named section)",302,yes,FYF PDF p.302 content: What’s Available to Me? / Think about your local high school (or a hig
4sw-wk2-day2,canvas_student_page,(none),(none),,n/a,"student page cites no workbook page while day.md cites [294, 295, 296]"
4sw-wk2-day4,day.md,p.292,"(page ref, no named section)",298,yes,FYF PDF p.298 content: Rung 6: Goal Setting / Now that you’ve explored your career and seen w
4sw-wk2-day4,day.md,p.293,"(page ref, no named section)",299,yes,FYF PDF p.299 content: Medium-Term Goal (High School) / What is something you want to accompl
4sw-wk2-day4,day.md,p.294,"(page ref, no named section)",300,yes,"FYF PDF p.300 content: Rung 7: High School Plan / Now that you’ve set your goals, it’s time t"
4sw-wk2-day4,day.md,p.295,"(page ref, no named section)",301,yes,"FYF PDF p.301 content: Clubs, Organizations, and Activities / What clubs, sports, CTSOs, or a"
4sw-wk2-day4,day.md,p.296,"(page ref, no named section)",302,yes,FYF PDF p.302 content: What’s Available to Me? / Think about your local high school (or a hig
4sw-wk2-day4,canvas_student_page,p.292,"(page ref, no named section)",298,yes,FYF PDF p.298 content: Rung 6: Goal Setting / Now that you’ve explored your career and seen w
4sw-wk2-day4,canvas_student_page,p.293,"(page ref, no named section)",299,yes,FYF PDF p.299 content: Medium-Term Goal (High School) / What is something you want to accompl
4sw-wk3-day1,day.md,p.149,"(page ref, no named section)",155,yes,FYF PDF p.155 content: Career / Climb / 10
4sw-wk3-day1,day.md,p.166,"(page ref, no named section)",172,yes,FYF PDF p.172 content: 10 / Transportation / Survey Project
4sw-wk3-day1,day.md,p.167,"(page ref, no named section)",173,yes,FYF PDF p.173 content: Step 3: Develop an Incentive / An incentive is something that motivate
4sw-wk3-day1,canvas_student_page,p.166,"(page ref, no named section)",172,yes,FYF PDF p.172 content: 10 / Transportation / Survey Project
4sw-wk3-day1,canvas_student_page,p.167,"(page ref, no named section)",173,yes,FYF PDF p.173 content: Step 3: Develop an Incentive / An incentive is something that motivate
4sw-wk3-day2,day.md,p.160,"(page ref, no named section)",166,yes,FYF PDF p.166 content: 10 / Flight Line / Fixers
4sw-wk3-day2,day.md,p.161,"(page ref, no named section)",167,yes,FYF PDF p.167 content: Step 2: Inspect the Aircraft / Partner up or join a small group. Get C
4sw-wk3-day2,day.md,p.162,"(page ref, no named section)",168,yes,FYF PDF p.168 content: Step 3: Analyze the Problem / Severity Guide / (How Mechanics Decide R
4sw-wk3-day2,day.md,p.163,"(page ref, no named section)",169,yes,FYF PDF p.169 content: Step 4: MEL Decision / (Go or No-Go) / Aircraft mechanics use a Minimu
4sw-wk3-day2,day.md,p.164,"(page ref, no named section)",170,yes,"FYF PDF p.170 content: Step 5: Maintenance Plan / If the aircraft is not safe to fly, it must"
4sw-wk3-day2,day.md,p.165,"(page ref, no named section)",171,yes,FYF PDF p.171 content: Fill out your Maintenance Plan: / Maintenance Plan / Tools and Equipme
4sw-wk3-day2,canvas_student_page,(none),(none),,n/a,"student page cites no workbook page while day.md cites [160, 161, 162, 163, 164, 165]"
4sw-wk4-day1,day.md,p.103,"(page ref, no named section)",109,yes,FYF PDF p.109 content: Career / Climb / 6
4sw-wk4-day1,day.md,p.104,"(page ref, no named section)",110,yes,FYF PDF p.110 content: 6 / Protecting Wildlife / Engineers work with people from many other c
4sw-wk4-day1,day.md,p.105,"(page ref, no named section)",111,yes,FYF PDF p.111 content: Step 3: Design Your Robot / Sketch a blueprint of your robot. Be sure 
4sw-wk4-day1,canvas_student_page,p.104,"(page ref, no named section)",110,yes,FYF PDF p.110 content: 6 / Protecting Wildlife / Engineers work with people from many other c
4sw-wk4-day1,canvas_student_page,p.105,"(page ref, no named section)",111,yes,FYF PDF p.111 content: Step 3: Design Your Robot / Sketch a blueprint of your robot. Be sure 
4sw-wk5-day1,day.md,p.149,"(page ref, no named section)",155,yes,FYF PDF p.155 content: Career / Climb / 10
4sw-wk5-day1,day.md,p.150,"(page ref, no named section)",156,yes,FYF PDF p.156 content: 10 / Crash Crew / Collision repair is all about bringing damaged
4sw-wk5-day1,day.md,p.151,"(page ref, no named section)",157,yes,FYF PDF p.157 content: Step 2: Complete the Collision Report / Collision Report / Vehicle Des
4sw-wk5-day1,canvas_student_page,p.150,"(page ref, no named section)",156,yes,FYF PDF p.156 content: 10 / Crash Crew / Collision repair is all about bringing damaged
4sw-wk5-day1,canvas_student_page,p.151,"(page ref, no named section)",157,yes,FYF PDF p.157 content: Step 2: Complete the Collision Report / Collision Report / Vehicle Des
4sw-wk5-day1,canvas_student_page,p.152,"(page ref, no named section)",158,yes,FYF PDF p.158 content: Step 4: Create a Repair Plan / Now it’s time to fix the vehicle! Colli
4sw-wk5-day4,day.md,p.168,"(page ref, no named section)",174,yes,FYF PDF p.174 content: WHAT IS HAPPENING AT MY DISTRICT? / What’s Happening at / IRVING ISD
4sw-wk5-day4,day.md,p.169,"(page ref, no named section)",175,yes,FYF PDF p.175 content: s / TSO / C
4sw-wk5-day4,canvas_student_page,p.168,"(page ref, no named section)",174,yes,FYF PDF p.174 content: WHAT IS HAPPENING AT MY DISTRICT? / What’s Happening at / IRVING ISD
4sw-wk5-day4,canvas_student_page,p.169,"(page ref, no named section)",175,yes,FYF PDF p.175 content: s / TSO / C
4sw-wk6-day1,day.md,p.153,"(page ref, no named section)",159,yes,FYF PDF p.159 content: Powerskill: Analytical / Reasoning / 10
4sw-wk6-day1,day.md,p.154,"(page ref, no named section)",160,yes,"FYF PDF p.160 content: Step 2: Diagnose the Problems / With a partner, read the clues. Conduc"
4sw-wk6-day1,day.md,p.155,"(page ref, no named section)",161,yes,FYF PDF p.161 content: Step 3: Prioritize the Issues / Now that you’ve recorded all the clues
4sw-wk6-day1,canvas_student_page,p.153,"(page ref, no named section)",159,yes,FYF PDF p.159 content: Powerskill: Analytical / Reasoning / 10
4sw-wk6-day1,canvas_student_page,p.154,"(page ref, no named section)",160,yes,"FYF PDF p.160 content: Step 2: Diagnose the Problems / With a partner, read the clues. Conduc"
4sw-wk6-day1,canvas_student_page,p.155,"(page ref, no named section)",161,yes,FYF PDF p.161 content: Step 3: Prioritize the Issues / Now that you’ve recorded all the clues
5sw-wk1-day1,day.md,p.171,"(page ref, no named section)",177,yes,FYF PDF p.177 content: Career / Climb / 11
5sw-wk1-day1,day.md,p.172,"(page ref, no named section)",178,yes,FYF PDF p.178 content: 11 / Safety Supervisor / A construction safety supervisor helps make s
5sw-wk1-day1,day.md,p.173,"(page ref, no named section)",179,yes,FYF PDF p.179 content: Step 2: Research Online / Take some time to research online and learn 
5sw-wk1-day1,canvas_student_page,p.171,"(page ref, no named section)",177,yes,FYF PDF p.177 content: Career / Climb / 11
5sw-wk1-day1,canvas_student_page,p.172,"(page ref, no named section)",178,yes,FYF PDF p.178 content: 11 / Safety Supervisor / A construction safety supervisor helps make s
5sw-wk1-day1,canvas_student_page,p.173,"(page ref, no named section)",179,yes,FYF PDF p.179 content: Step 2: Research Online / Take some time to research online and learn 
5sw-wk1-day5,day.md,p.182,"(page ref, no named section)",188,yes,FYF PDF p.188 content: 11 / Unexpected / Architecture
5sw-wk1-day5,day.md,p.183,"(page ref, no named section)",189,yes,"FYF PDF p.189 content: Step 3: Brainstorm Ideas / As a group, discuss ideas for your building"
5sw-wk1-day5,day.md,p.184,"(page ref, no named section)",190,yes,FYF PDF p.190 content: Step 5: Create a Pitch / Imagine that you are pitching your idea to th
5sw-wk1-day5,canvas_student_page,p.182,"(page ref, no named section)",188,yes,FYF PDF p.188 content: 11 / Unexpected / Architecture
5sw-wk1-day5,canvas_student_page,p.183,"(page ref, no named section)",189,yes,"FYF PDF p.189 content: Step 3: Brainstorm Ideas / As a group, discuss ideas for your building"
5sw-wk1-day5,canvas_student_page,p.184,"(page ref, no named section)",190,yes,FYF PDF p.190 content: Step 5: Create a Pitch / Imagine that you are pitching your idea to th
5sw-wk2-day1,day.md,p.103,"(page ref, no named section)",109,yes,FYF PDF p.109 content: Career / Climb / 6
5sw-wk2-day1,day.md,p.175,"(page ref, no named section)",181,yes,"FYF PDF p.181 content: Step 2: Plan the Cabinets / Now, use the floor plan to create your cab"
5sw-wk2-day1,canvas_student_page,p.103,"(page ref, no named section)",109,yes,FYF PDF p.109 content: Career / Climb / 6
5sw-wk2-day1,canvas_student_page,p.175,"(page ref, no named section)",181,yes,"FYF PDF p.181 content: Step 2: Plan the Cabinets / Now, use the floor plan to create your cab"
5sw-wk2-day5,day.md,p.106,"(page ref, no named section)",112,yes,FYF PDF p.112 content: 6 / Mission to Mars / Have you ever thought about what it takes to exp
5sw-wk2-day5,day.md,p.107,"(page ref, no named section)",113,yes,FYF PDF p.113 content: Step 2: Design Your Rover / Sketch a prototype of your Mars Rover. Lab
5sw-wk2-day5,canvas_student_page,p.106,"(page ref, no named section)",112,yes,FYF PDF p.112 content: 6 / Mission to Mars / Have you ever thought about what it takes to exp
5sw-wk2-day5,canvas_student_page,p.107,"(page ref, no named section)",113,yes,FYF PDF p.113 content: Step 2: Design Your Rover / Sketch a prototype of your Mars Rover. Lab
5sw-wk3-day4,day.md,p.176,"(page ref, no named section)",182,yes,"FYF PDF p.182 content: 11 / Spot the Problem / Buying a house isn’t just about how it looks, "
5sw-wk3-day4,day.md,p.177,"(page ref, no named section)",183,yes,FYF PDF p.183 content: Step 2: Inspect the Home / Get Climber Notes from your teacher. Study 
5sw-wk3-day4,day.md,p.178,"(page ref, no named section)",184,yes,FYF PDF p.184 content: Step 3: Look Beyond What You Can See / Not every problem is visible. S
5sw-wk3-day4,canvas_student_page,p.176,"(page ref, no named section)",182,yes,"FYF PDF p.182 content: 11 / Spot the Problem / Buying a house isn’t just about how it looks, "
5sw-wk3-day4,canvas_student_page,p.177,"(page ref, no named section)",183,yes,FYF PDF p.183 content: Step 2: Inspect the Home / Get Climber Notes from your teacher. Study 
5sw-wk3-day4,canvas_student_page,p.178,"(page ref, no named section)",184,yes,FYF PDF p.184 content: Step 3: Look Beyond What You Can See / Not every problem is visible. S
5sw-wk4-day2,day.md,p.185,"(page ref, no named section)",191,yes,FYF PDF p.191 content: Powerskill: Written / Communication / 11
5sw-wk4-day2,day.md,p.186,"(page ref, no named section)",192,yes,FYF PDF p.192 content: Step 2: Observe and Identify Problems / Get Climber Notes from your te
5sw-wk4-day2,day.md,p.187,"(page ref, no named section)",193,yes,FYF PDF p.193 content: Field Notes for Service Ticket #1 / Site: ____________________________
5sw-wk4-day2,day.md,p.188,"(page ref, no named section)",194,yes,FYF PDF p.194 content: Field Notes for Service Ticket #2 / Site: ____________________________
5sw-wk4-day2,day.md,p.189,"(page ref, no named section)",195,yes,FYF PDF p.195 content: Field Notes for Service Ticket #3 / Site: ____________________________
5sw-wk4-day2,day.md,p.190,"(page ref, no named section)",196,yes,FYF PDF p.196 content: Field Notes for Service Ticket #4 / Site: ____________________________
5sw-wk4-day2,canvas_student_page,p.185,"(page ref, no named section)",191,yes,FYF PDF p.191 content: Powerskill: Written / Communication / 11
5sw-wk4-day2,canvas_student_page,p.186,"(page ref, no named section)",192,yes,FYF PDF p.192 content: Step 2: Observe and Identify Problems / Get Climber Notes from your te
5sw-wk4-day2,canvas_student_page,p.187,"(page ref, no named section)",193,yes,FYF PDF p.193 content: Field Notes for Service Ticket #1 / Site: ____________________________
5sw-wk4-day2,canvas_student_page,p.188,"(page ref, no named section)",194,yes,FYF PDF p.194 content: Field Notes for Service Ticket #2 / Site: ____________________________
5sw-wk4-day2,canvas_student_page,p.189,"(page ref, no named section)",195,yes,FYF PDF p.195 content: Field Notes for Service Ticket #3 / Site: ____________________________
5sw-wk4-day2,canvas_student_page,p.190,"(page ref, no named section)",196,yes,FYF PDF p.196 content: Field Notes for Service Ticket #4 / Site: ____________________________
5sw-wk4-day5,day.md,p.194,"(page ref, no named section)",200,yes,FYF PDF p.200 content: 11 / Plumbing Under / Pressure
5sw-wk4-day5,day.md,p.195,"(page ref, no named section)",201,yes,FYF PDF p.201 content: Step 3: Make a Plan / List your team’s top priorities: / Before the re
5sw-wk4-day5,canvas_student_page,p.194,"(page ref, no named section)",200,yes,FYF PDF p.200 content: 11 / Plumbing Under / Pressure
5sw-wk4-day5,canvas_student_page,p.195,"(page ref, no named section)",201,yes,FYF PDF p.201 content: Step 3: Make a Plan / List your team’s top priorities: / Before the re
5sw-wk5-day1,day.md,p.285,"(page ref, no named section)",291,yes,FYF PDF p.291 content: Rung 3: Career Deep Dive / Now it’s time to take a closer look at your
5sw-wk5-day1,day.md,p.286,"(page ref, no named section)",292,yes,FYF PDF p.292 content: Salary and Outlook / Research how much people in this career earn and 
5sw-wk5-day1,canvas_student_page,(none),(none),,n/a,"student page cites no workbook page while day.md cites [285, 286]"
5sw-wk6-day3,day.md,p.238,"(page ref, no named section)",244,yes,"FYF PDF p.244 content: 13 Flip This House / Real estate investors buy homes, improve them, an"
5sw-wk6-day3,day.md,p.239,"(page ref, no named section)",245,yes,FYF PDF p.245 content: Step 2: Choose Your Upgrades / Your team has a renovation budget of $2
5sw-wk6-day3,canvas_student_page,(none),(none),,n/a,"student page cites no workbook page while day.md cites [238, 239]"
6sw-wk1-day1,day.md,p.213,"(page ref, no named section)",219,yes,FYF PDF p.219 content: Career / Climb / 14
6sw-wk1-day1,day.md,p.214,"(page ref, no named section)",220,yes,FYF PDF p.220 content: 14 Community Classroom / A great learning environment is key to helpin
6sw-wk1-day1,day.md,p.215,"(page ref, no named section)",221,yes,FYF PDF p.221 content: Step 2: Brainstorm Ideas / Pair up with another student. Use sticky no
6sw-wk1-day1,canvas_student_page,p.213,"(page ref, no named section)",219,yes,FYF PDF p.219 content: Career / Climb / 14
6sw-wk1-day1,canvas_student_page,p.214,"(page ref, no named section)",220,yes,FYF PDF p.220 content: 14 Community Classroom / A great learning environment is key to helpin
6sw-wk1-day1,canvas_student_page,p.215,"(page ref, no named section)",221,yes,FYF PDF p.221 content: Step 2: Brainstorm Ideas / Pair up with another student. Use sticky no
6sw-wk1-day4,day.md,p.216,"(page ref, no named section)",222,yes,FYF PDF p.222 content: 14 / Teach Through Play / Early childhood teachers help young children
